;Potencia real [kW];Potencia reactiva [kvar];Pos. válvula mariposa [%];Tensión prom. gener. [V];Prom. corr. generador [A];Pos. válvula mariposa [%];Temp. promedio cil. [°C];Revoluciones reales [1/min];Tensión de excitación [V];Pot. teórica de carga [bar];
14/12/2022 14:52:21;1251;256;100;397;1835;100;549;1502;28,5;3,16300010681152;
14/12/2022 14:52:22;1250;249;100;397;1866;100;549;1502;28,8999996185303;3,16499996185303;
14/12/2022 14:52:22;1250;252;100;396;1850;100;549;1502;29,1000003814697;3,16300010681152;
14/12/2022 14:52:24;1249;253;100;396;1872;100;549;1502;28,8999996185303;3,16300010681152;
14/12/2022 14:52:25;1252;254;100;397;1858;100;549;1502;28,8999996185303;3,16499996185303;
14/12/2022 14:52:28;1249;250;100;396;1850;100;549;1502;28,3999996185303;3,16300010681152;
14/12/2022 14:52:29;1249;253;100;397;1867;100;549;1501;28,6000003814697;3,16000008583069;
14/12/2022 14:52:32;1252;258;100;397;1849;100;549;1501;29,2000007629395;3,17000007629395;
14/12/2022 14:52:35;1251;255;100;397;1892;100;549;1502;28,7999992370605;3,16700005531311;
14/12/2022 14:52:42;1251;260;100;396;1856;100;549;1502;28,7999992370605;3,17199993133545;
14/12/2022 14:52:43;1252;252;100;396;1849;100;549;1502;28,7999992370605;3,16700005531311;
14/12/2022 14:52:44;1253;249;100;397;1862;100;549;1501;28,6000003814697;3,17400002479553;
14/12/2022 14:52:45;1251;254;100;397;1852;100;549;1501;28,2000007629395;3,16700005531311;
14/12/2022 14:52:46;1251;259;100;396;1862;100;549;1501;28,3999996185303;3,16700005531311;
14/12/2022 14:52:47;1251;253;100;397;1866;100;549;1501;28,7999992370605;3,16700005531311;
14/12/2022 14:52:48;1251;253;100;397;1883;100;549;1501;29,2000007629395;3,16700005531311;
14/12/2022 14:52:49;1249;251;100;397;1851;100;549;1501;29;3,16300010681152;
14/12/2022 14:52:50;1248;251;100;397;1871;100;549;1501;28,8999996185303;3,16300010681152;
14/12/2022 14:52:51;1250;255;100;397;1846;100;549;1501;28,7999992370605;3,16499996185303;
14/12/2022 14:52:52;1248;253;100;397;1859;100;549;1501;28,7000007629395;3,15799999237061;
14/12/2022 14:52:53;1249;254;100;397;1843;100;549;1501;28,7999992370605;3,16300010681152;
14/12/2022 14:52:54;1252;255;100;397;1880;100;549;1501;28,6000003814697;3,17000007629395;
14/12/2022 14:52:55;1251;257;100;397;1849;100;549;1501;28,2999992370605;3,16700005531311;
14/12/2022 14:52:56;1251;255;100;397;1862;100;549;1501;28,3999996185303;3,16700005531311;
14/12/2022 14:52:57;1250;260;100;397;1839;100;549;1501;28,8999996185303;3,16300010681152;
14/12/2022 14:52:58;1250;253;100;397;1883;100;549;1501;29,2000007629395;3,16700005531311;
14/12/2022 14:53:00;1251;252;100;397;1846;100;549;1502;29;3,16700005531311;
14/12/2022 14:53:02;1251;253;100;396;1850;100;549;1502;28,7999992370605;3,16700005531311;
14/12/2022 14:53:03;1250;250;100;396;1849;100;549;1502;28,6000003814697;3,16499996185303;
14/12/2022 14:53:04;1250;248;100;397;1871;100;549;1502;28,3999996185303;3,16499996185303;
14/12/2022 14:53:05;1249;253;100;397;1871;100;549;1501;28,7000007629395;3,15899991989136;
14/12/2022 14:53:06;1247;251;100;397;1882;100;549;1502;29,2999992370605;3,15899991989136;
14/12/2022 14:53:07;1250;251;100;396;1854;100;549;1501;29,1000003814697;3,16400003433228;
14/12/2022 14:53:08;1248;255;100;397;1849;100;549;1501;28,7999992370605;3,15899991989136;
14/12/2022 14:53:09;1250;254;100;396;1843;100;549;1501;28,7999992370605;3,16400003433228;
14/12/2022 14:53:10;1251;260;100;397;1868;100;549;1501;28,7999992370605;3,16599988937378;
14/12/2022 14:53:11;1251;258;100;396;1860;100;549;1501;28,8999996185303;3,16599988937378;
14/12/2022 14:53:12;1253;254;100;396;1868;100;549;1501;28,6000003814697;3,16899991035461;
14/12/2022 14:53:13;1250;248;100;397;1857;100;549;1501;28,7000007629395;3,16400003433228;
14/12/2022 14:53:14;1251;257;100;397;1858;100;549;1501;28,5;3,16400003433228;
14/12/2022 14:53:15;1250;259;100;397;1850;100;549;1501;28,7000007629395;3,16400003433228;
14/12/2022 14:53:16;1248;255;100;397;1834;100;549;1501;29;3,15700006484985;
14/12/2022 14:53:17;1248;253;100;398;1866;100;549;1501;29,1000003814697;3,15700006484985;
14/12/2022 14:53:18;1248;253;100;397;1854;100;549;1501;29,1000003814697;3,16199994087219;
14/12/2022 14:53:19;1250;254;100;397;1869;100;549;1501;28,8999996185303;3,16400003433228;
14/12/2022 14:53:20;1252;255;100;396;1874;100;549;1501;28,7000007629395;3,16899991035461;
14/12/2022 14:53:21;1248;253;100;396;1883;100;549;1501;28,5;3,15899991989136;
14/12/2022 14:53:22;1248;259;100;396;1853;100;549;1502;28,5;3,15899991989136;
14/12/2022 14:53:23;1249;255;100;396;1859;100;549;1502;28,2999992370605;3,16199994087219;
14/12/2022 14:53:24;1251;253;100;397;1847;100;549;1502;28,7999992370605;3,16599988937378;
14/12/2022 14:53:25;1250;248;100;396;1867;100;549;1502;29;3,16400003433228;
14/12/2022 14:53:26;1249;254;100;397;1863;100;549;1502;28,7999992370605;3,16199994087219;
14/12/2022 14:53:27;1249;259;100;397;1875;100;549;1502;28,7000007629395;3,16199994087219;
14/12/2022 14:53:28;1249;253;100;397;1858;100;549;1502;28,7000007629395;3,16199994087219;
14/12/2022 14:53:30;1248;246;100;397;1860;100;549;1501;28,6000003814697;3,15899991989136;
14/12/2022 14:53:31;1250;252;100;397;1868;100;549;1502;28,2999992370605;3,16400003433228;
14/12/2022 14:53:32;1250;258;100;397;1880;100;549;1501;28,6000003814697;3,16400003433228;
14/12/2022 14:53:33;1252;253;100;397;1871;100;549;1501;29,2000007629395;3,16899991035461;
14/12/2022 14:53:34;1252;251;100;397;1851;100;549;1501;29,1000003814697;3,16899991035461;
14/12/2022 14:53:35;1249;259;100;397;1873;100;549;1501;29;3,16199994087219;
14/12/2022 14:53:36;1250;253;100;397;1854;100;549;1501;28,8999996185303;3,16400003433228;
14/12/2022 14:53:37;1250;255;100;397;1872;100;549;1501;28,7000007629395;3,16400003433228;
14/12/2022 14:53:38;1249;254;100;397;1851;100;549;1501;28,6000003814697;3,16199994087219;
14/12/2022 14:53:39;1250;256;100;397;1861;100;549;1501;28,5;3,16199994087219;
14/12/2022 14:53:40;1247;254;100;397;1858;100;549;1501;28,3999996185303;3,15899991989136;
14/12/2022 14:53:41;1249;251;100;396;1879;100;549;1501;28,2999992370605;3,16199994087219;
14/12/2022 14:53:42;1248;247;100;396;1858;100;549;1501;28,7000007629395;3,15899991989136;
14/12/2022 14:53:43;1249;246;100;396;1855;100;549;1501;28,8999996185303;3,16499996185303;
14/12/2022 14:53:44;1251;257;100;397;1857;100;549;1501;29,2000007629395;3,16599988937378;
14/12/2022 14:53:45;1251;255;100;397;1858;100;549;1501;29,1000003814697;3,16700005531311;
14/12/2022 14:53:46;1251;256;100;397;1839;100;549;1501;28,8999996185303;3,16499996185303;
14/12/2022 14:53:47;1250;257;100;396;1850;100;549;1501;28,8999996185303;3,16499996185303;
14/12/2022 14:53:48;1249;249;100;396;1861;100;549;1501;28,7000007629395;3,16300010681152;
14/12/2022 14:53:49;1250;253;100;396;1858;100;549;1501;28,7000007629395;3,16499996185303;
14/12/2022 14:53:50;1250;255;100;397;1842;100;549;1501;28,7000007629395;3,16499996185303;
14/12/2022 14:53:51;1248;254;100;397;1867;100;549;1501;28,6000003814697;3,16000008583069;
14/12/2022 14:53:52;1249;254;100;397;1845;100;549;1501;28,7000007629395;3,16300010681152;
14/12/2022 14:53:53;1251;254;100;396;1872;100;549;1501;28,5;3,16499996185303;
14/12/2022 14:53:54;1251;256;100;396;1873;100;549;1501;28,7999992370605;3,17000007629395;
14/12/2022 14:53:55;1250;255;100;396;1870;100;549;1501;29,2000007629395;3,16700005531311;
14/12/2022 14:53:56;1252;254;100;397;1870;100;549;1501;29,2000007629395;3,17000007629395;
14/12/2022 14:53:57;1253;251;100;397;1856;100;549;1501;29,1000003814697;3,17199993133545;
14/12/2022 14:53:58;1254;253;100;397;1859;100;549;1501;29,1000003814697;3,17400002479553;
14/12/2022 14:54:00;1253;253;100;397;1868;100;549;1501;28,7999992370605;3,17000007629395;
14/12/2022 14:54:01;1252;257;100;397;1868;100;549;1501;28,7000007629395;3,17000007629395;
14/12/2022 14:54:02;1253;250;100;396;1885;100;549;1501;28,5;3,17000007629395;
14/12/2022 14:54:03;1252;250;100;397;1861;100;549;1501;28,5;3,17000007629395;
14/12/2022 14:54:05;1250;255;100;397;1845;100;549;1501;29;3,16700005531311;
14/12/2022 14:54:06;1249;250;100;397;1867;100;549;1501;29;3,16300010681152;
14/12/2022 14:54:07;1250;258;100;397;1839;100;549;1501;29;3,16499996185303;
14/12/2022 14:54:08;1248;255;100;396;1884;100;549;1501;28,8999996185303;3,16000008583069;
14/12/2022 14:54:09;1250;259;100;396;1873;100;549;1501;28,7999992370605;3,16499996185303;
14/12/2022 14:54:10;1251;252;100;396;1880;100;549;1501;28,6000003814697;3,1710000038147;
14/12/2022 14:54:11;1253;261;100;397;1865;100;549;1501;28,7999992370605;3,17400002479553;
14/12/2022 14:54:12;1252;253;100;397;1858;100;549;1501;28,7000007629395;3,17000007629395;
14/12/2022 14:54:13;1250;256;100;397;1851;100;549;1501;28,3999996185303;3,16499996185303;
14/12/2022 14:54:14;1249;252;100;397;1885;100;549;1501;28,5;3,16400003433228;
14/12/2022 14:54:15;1250;255;100;396;1868;100;549;1501;28,8999996185303;3,16300010681152;
14/12/2022 14:54:16;1251;249;100;397;1868;100;549;1501;29,1000003814697;3,16700005531311;
14/12/2022 14:54:17;1253;254;100;397;1849;100;549;1501;29,2000007629395;3,17199993133545;
14/12/2022 14:54:18;1251;250;100;397;1859;100;549;1501;29,2000007629395;3,16799998283386;
14/12/2022 14:54:19;1252;253;100;397;1853;100;549;1501;29;3,1710000038147;
14/12/2022 14:54:20;1254;249;100;396;1870;100;549;1501;28,8999996185303;3,17199993133545;
14/12/2022 14:54:21;1254;258;100;397;1843;100;549;1501;28,7999992370605;3,17400002479553;
14/12/2022 14:54:22;1249;252;100;397;1876;100;549;1501;28,6000003814697;3,16499996185303;
14/12/2022 14:54:23;1252;254;100;396;1843;100;549;1501;28,7000007629395;3,17000007629395;
14/12/2022 14:54:24;1249;252;100;396;1860;100;549;1501;28,2000007629395;3,16400003433228;
14/12/2022 14:54:25;1250;252;100;396;1850;100;549;1501;28,6000003814697;3,16599988937378;
14/12/2022 14:54:26;1248;257;100;397;1875;100;549;1501;28,8999996185303;3,15799999237061;
14/12/2022 14:54:27;1247;251;100;397;1849;100;549;1502;28,8999996185303;3,15799999237061;
14/12/2022 14:54:28;1248;251;100;397;1855;100;549;1501;28,8999996185303;3,16100001335144;
14/12/2022 14:54:29;1249;251;100;396;1844;100;549;1501;28,8999996185303;3,16499996185303;
14/12/2022 14:54:30;1249;251;100;396;1844;100;549;1501;28,8999996185303;3,16499996185303;
14/12/2022 14:54:32;1250;251;100;397;1852;100;549;1501;28,8999996185303;3,16700005531311;
14/12/2022 14:54:33;1252;258;100;397;1853;100;549;1501;28,5;3,17000007629395;
14/12/2022 14:54:34;1252;254;100;397;1853;100;549;1501;28,3999996185303;3,16799998283386;
14/12/2022 14:54:35;1250;255;100;396;1830;100;549;1501;28,5;3,16599988937378;
14/12/2022 14:54:36;1249;256;100;396;1836;100;549;1501;28,7000007629395;3,16000008583069;
14/12/2022 14:54:37;1249;256;100;396;1869;100;549;1501;29,1000003814697;3,16300010681152;
14/12/2022 14:54:38;1249;252;100;396;1870;100;549;1501;29,1000003814697;3,16400003433228;
14/12/2022 14:54:40;1249;252;100;396;1842;100;549;1501;29,1000003814697;3,16599988937378;
14/12/2022 14:54:40;1247;249;100;396;1865;100;549;1501;28,6000003814697;3,15799999237061;
14/12/2022 14:54:41;1249;253;100;397;1849;100;549;1501;28,7000007629395;3,16000008583069;
14/12/2022 14:54:42;1247;251;100;397;1858;100;549;1501;28,6000003814697;3,15899991989136;
14/12/2022 14:54:43;1249;253;100;397;1861;100;549;1501;28,7999992370605;3,16400003433228;
14/12/2022 14:54:44;1250;247;100;397;1867;100;549;1501;28,7000007629395;3,16599988937378;
14/12/2022 14:54:45;1250;245;100;397;1852;100;549;1501;28,3999996185303;3,16400003433228;
14/12/2022 14:54:47;1250;250;100;397;1857;100;549;1501;28,6000003814697;3,16599988937378;
14/12/2022 14:54:47;1251;252;100;397;1864;100;549;1501;29;3,16799998283386;
14/12/2022 14:54:48;1252;255;100;396;1853;100;549;1501;29;3,17000007629395;
14/12/2022 14:54:49;1249;252;100;396;1864;100;549;1501;28,8999996185303;3,16000008583069;
14/12/2022 14:54:50;1248;255;100;396;1852;100;549;1501;28,7000007629395;3,16000008583069;
14/12/2022 14:54:51;1246;255;100;397;1846;100;549;1501;28,7000007629395;3,15300011634827;
14/12/2022 14:54:52;1245;246;100;397;1845;100;549;1501;28,5;3,15199995040894;
14/12/2022 14:54:53;1248;255;100;397;1865;100;549;1501;28,6000003814697;3,16000008583069;
14/12/2022 14:54:54;1247;253;100;397;1840;100;549;1501;28,5;3,16000008583069;
14/12/2022 14:54:55;1249;253;100;397;1863;100;549;1501;28,3999996185303;3,16300010681152;
14/12/2022 14:54:57;1250;260;100;397;1863;100;549;1501;28,7999992370605;3,16599988937378;
14/12/2022 14:54:57;1252;248;100;396;1870;100;549;1501;29,2000007629395;3,17000007629395;
14/12/2022 14:54:59;1252;256;100;396;1842;100;549;1501;29,2000007629395;3,17000007629395;
14/12/2022 14:55:01;1250;255;100;397;1849;100;549;1501;28,8999996185303;3,16300010681152;
14/12/2022 14:55:02;1247;252;100;396;1887;100;549;1501;28,7000007629395;3,15799999237061;
14/12/2022 14:55:03;1250;253;100;396;1848;100;549;1501;28,6000003814697;3,16499996185303;
14/12/2022 14:55:04;1251;253;100;397;1833;100;549;1501;28,6000003814697;3,16700005531311;
14/12/2022 14:55:05;1249;248;100;397;1854;100;549;1501;28,5;3,16499996185303;
14/12/2022 14:55:07;1249;250;100;397;1845;100;549;1502;29;3,16300010681152;
14/12/2022 14:55:07;1249;251;100;397;1854;100;549;1501;29;3,16300010681152;
14/12/2022 14:55:09;1251;253;100;397;1847;100;549;1501;29,1000003814697;3,16499996185303;
14/12/2022 14:55:09;1252;251;100;397;1853;100;549;1501;28,8999996185303;3,17000007629395;
14/12/2022 14:55:10;1250;255;100;397;1847;100;549;1501;28,7999992370605;3,16499996185303;
14/12/2022 14:55:11;1251;251;100;397;1873;100;549;1501;28,7000007629395;3,16799998283386;
14/12/2022 14:55:12;1253;258;100;397;1852;100;549;1501;28,8999996185303;3,17199993133545;
14/12/2022 14:55:13;1252;256;100;397;1860;100;549;1501;28,6000003814697;3,17000007629395;
14/12/2022 14:55:14;1254;252;100;396;1837;100;549;1501;28,6000003814697;3,17400002479553;
14/12/2022 14:55:15;1253;254;100;396;1874;100;549;1501;28,6000003814697;3,17300009727478;
14/12/2022 14:55:16;1253;258;100;396;1862;100;549;1501;28,6000003814697;3,1710000038147;
14/12/2022 14:55:17;1252;252;100;397;1863;100;549;1501;29;3,17000007629395;
14/12/2022 14:55:18;1252;255;100;397;1871;100;549;1501;29,2000007629395;3,1710000038147;
14/12/2022 14:55:19;1251;254;100;397;1859;100;549;1501;29;3,16599988937378;
14/12/2022 14:55:20;1252;255;100;396;1852;100;549;1501;29,1000003814697;3,1710000038147;
14/12/2022 14:55:21;1252;252;100;397;1866;100;549;1501;28,8999996185303;3,17300009727478;
14/12/2022 14:55:22;1252;251;100;397;1862;100;549;1501;28,7999992370605;3,16799998283386;
14/12/2022 14:55:23;1250;253;100;397;1850;100;549;1501;28,7999992370605;3,16400003433228;
14/12/2022 14:55:24;1250;251;100;396;1870;100;549;1501;28,3999996185303;3,16599988937378;
14/12/2022 14:55:25;1251;252;100;396;1874;100;549;1501;28,3999996185303;3,16799998283386;
14/12/2022 14:55:27;1251;255;100;397;1853;100;549;1502;28,3999996185303;3,16799998283386;
14/12/2022 14:55:27;1249;242;100;397;1843;100;549;1501;28,6000003814697;3,16599988937378;
14/12/2022 14:55:28;1250;244;100;397;1879;100;549;1501;28,7999992370605;3,16599988937378;
14/12/2022 14:55:29;1251;253;100;396;1846;100;549;1501;29,1000003814697;3,16799998283386;
14/12/2022 14:55:31;1251;253;100;396;1858;100;549;1501;28,8999996185303;3,16799998283386;
14/12/2022 14:55:32;1251;248;100;396;1876;100;549;1501;28,7999992370605;3,16799998283386;
14/12/2022 14:55:33;1252;266;100;397;1842;100;549;1501;28,8999996185303;3,1710000038147;
14/12/2022 14:55:34;1251;263;100;397;1863;100;549;1501;28,6000003814697;3,16799998283386;
14/12/2022 14:55:35;1251;249;100;396;1873;100;549;1501;28,6000003814697;3,16799998283386;
14/12/2022 14:55:37;1251;266;100;396;1859;100;549;1501;28,7999992370605;3,16799998283386;
14/12/2022 14:55:38;1251;256;100;397;1868;100;549;1501;29;3,16799998283386;
14/12/2022 14:55:39;1251;252;100;397;1858;100;549;1501;29,2000007629395;3,16799998283386;
14/12/2022 14:55:40;1251;253;100;397;1861;100;549;1501;29,1000003814697;3,16799998283386;
14/12/2022 14:55:41;1248;255;100;397;1837;100;549;1501;28,7000007629395;3,15899991989136;
14/12/2022 14:55:42;1243;251;100;396;1854;100;549;1501;28,7999992370605;3,1489999294281;
14/12/2022 14:55:43;1247;254;100;397;1851;100;549;1501;28,7000007629395;3,15899991989136;
14/12/2022 14:55:44;1248;253;100;396;1866;100;549;1501;28,6000003814697;3,15899991989136;
14/12/2022 14:55:45;1247;249;100;396;1856;100;549;1501;28,3999996185303;3,16000008583069;
14/12/2022 14:55:47;1248;248;100;397;1873;100;549;1501;28,2999992370605;3,16100001335144;
14/12/2022 14:55:47;1249;256;100;397;1845;100;549;1501;28,3999996185303;3,16400003433228;
14/12/2022 14:55:48;1251;254;100;397;1861;100;549;1501;28,7000007629395;3,16700005531311;
14/12/2022 14:55:49;1248;251;100;397;1853;100;549;1501;28,7999992370605;3,16199994087219;
14/12/2022 14:55:50;1248;254;100;397;1864;100;549;1501;29;3,16199994087219;
14/12/2022 14:55:51;1248;253;100;396;1852;100;549;1501;29;3,16100001335144;
14/12/2022 14:55:52;1249;254;100;396;1851;100;549;1501;28,8999996185303;3,16400003433228;
14/12/2022 14:55:54;1249;252;100;396;1858;100;549;1501;28,7000007629395;3,16400003433228;
14/12/2022 14:55:54;1248;248;100;396;1868;100;549;1501;28,6000003814697;3,16100001335144;
14/12/2022 14:55:55;1250;248;100;397;1858;100;549;1501;28,7000007629395;3,16799998283386;
14/12/2022 14:55:57;1252;249;100;397;1866;100;549;1501;28,3999996185303;3,1710000038147;
14/12/2022 14:55:57;1251;255;100;397;1835;100;549;1501;28,2999992370605;3,16799998283386;
14/12/2022 14:55:58;1249;258;100;396;1855;100;549;1501;28,5;3,16300010681152;
14/12/2022 14:56:00;1248;259;100;396;1865;100;549;1501;28,7999992370605;3,16000008583069;
14/12/2022 14:56:00;1249;254;100;396;1849;100;549;1501;29,1000003814697;3,16300010681152;
14/12/2022 14:56:03;1250;257;100;397;1850;100;549;1501;28,8999996185303;3,16499996185303;
14/12/2022 14:56:04;1251;254;100;397;1863;100;549;1501;28,7000007629395;3,16499996185303;
14/12/2022 14:56:04;1251;254;100;396;1862;100;549;1501;28,7000007629395;3,17000007629395;
14/12/2022 14:56:05;1250;251;100;397;1855;100;549;1501;28,7000007629395;3,16499996185303;
14/12/2022 14:56:06;1249;248;100;397;1849;100;549;1502;28,5;3,16300010681152;
14/12/2022 14:56:07;1247;254;100;397;1867;100;549;1502;28,3999996185303;3,15799999237061;
14/12/2022 14:56:08;1248;252;100;397;1871;100;549;1502;28,3999996185303;3,15799999237061;
14/12/2022 14:56:09;1249;251;100;397;1859;100;549;1501;28,8999996185303;3,16300010681152;
14/12/2022 14:56:10;1252;254;100;397;1871;100;549;1502;29,2000007629395;3,17000007629395;
14/12/2022 14:56:12;1249;253;100;396;1861;100;549;1502;28,7000007629395;3,16300010681152;
14/12/2022 14:56:14;1249;254;100;396;1860;100;549;1502;28,6000003814697;3,16300010681152;
14/12/2022 14:56:14;1249;254;100;396;1838;100;549;1502;28,5;3,16499996185303;
14/12/2022 14:56:15;1251;255;100;397;1867;100;549;1502;28,6000003814697;3,16700005531311;
14/12/2022 14:56:16;1250;251;100;397;1857;100;549;1502;28,8999996185303;3,16300010681152;
14/12/2022 14:56:17;1249;253;100;397;1854;100;549;1502;29;3,16499996185303;
14/12/2022 14:56:18;1249;252;100;397;1848;100;549;1502;28,8999996185303;3,16300010681152;
14/12/2022 14:56:19;1250;255;100;397;1855;100;549;1502;28,7000007629395;3,16700005531311;
14/12/2022 14:56:20;1249;251;100;397;1840;100;549;1502;28,3999996185303;3,16000008583069;
14/12/2022 14:56:21;1248;255;100;397;1839;100;549;1502;28,1000003814697;3,16000008583069;
14/12/2022 14:56:22;1249;254;100;396;1849;100;549;1502;28,7000007629395;3,16300010681152;
14/12/2022 14:56:24;1247;250;100;396;1873;100;549;1502;29;3,16000008583069;
14/12/2022 14:56:24;1248;250;100;396;1852;100;549;1501;29,2000007629395;3,16300010681152;
14/12/2022 14:56:25;1252;256;100;397;1854;100;549;1501;29,1000003814697;3,17000007629395;
14/12/2022 14:56:26;1253;251;100;397;1847;100;549;1501;28,8999996185303;3,17199993133545;
14/12/2022 14:56:27;1252;262;100;397;1868;100;549;1501;28,8999996185303;3,17000007629395;
14/12/2022 14:56:28;1254;265;100;397;1834;100;549;1501;29;3,17199993133545;
14/12/2022 14:56:30;1253;262;100;397;1858;100;549;1501;28,6000003814697;3,17199993133545;
14/12/2022 14:56:30;1253;262;100;397;1858;100;549;1501;28,6000003814697;3,17199993133545;
14/12/2022 14:56:32;1252;250;100;397;1853;100;549;1501;28,5;3,17199993133545;
14/12/2022 14:56:33;1252;258;100;396;1875;100;549;1502;28,8999996185303;3,17000007629395;
14/12/2022 14:56:34;1253;254;100;396;1850;100;549;1501;29;3,17199993133545;
14/12/2022 14:56:35;1251;251;100;397;1854;100;549;1502;28,8999996185303;3,16700005531311;
14/12/2022 14:56:36;1250;252;100;397;1837;100;549;1502;28,7999992370605;3,16599988937378;
14/12/2022 14:56:37;1249;255;100;397;1853;100;549;1502;28,7999992370605;3,16400003433228;
14/12/2022 14:56:38;1249;254;100;397;1853;100;549;1502;28,6000003814697;3,16300010681152;
14/12/2022 14:56:39;1249;251;100;397;1864;100;549;1502;28,3999996185303;3,16400003433228;
14/12/2022 14:56:40;1249;250;100;397;1862;100;549;1502;28,5;3,16400003433228;
14/12/2022 14:56:41;1250;256;100;397;1849;100;549;1501;28,7999992370605;3,16799998283386;
14/12/2022 14:56:42;1252;258;100;397;1856;100;549;1502;29,2000007629395;3,1710000038147;
14/12/2022 14:56:43;1251;257;100;396;1873;100;549;1502;28,8999996185303;3,1710000038147;
14/12/2022 14:56:44;1253;254;100;396;1867;100;549;1502;29;3,17300009727478;
14/12/2022 14:56:45;1253;256;100;396;1869;100;549;1502;28,7999992370605;3,17300009727478;
14/12/2022 14:56:46;1253;257;100;397;1868;100;549;1502;28,7000007629395;3,1710000038147;
14/12/2022 14:56:47;1252;259;100;397;1835;100;549;1502;28,6000003814697;3,1710000038147;
14/12/2022 14:56:48;1251;252;100;397;1847;100;549;1501;28,2999992370605;3,1710000038147;
14/12/2022 14:56:49;1252;254;100;397;1863;100;549;1501;28,7000007629395;3,17300009727478;
14/12/2022 14:56:50;1253;251;100;397;1863;100;549;1502;28,8999996185303;3,17300009727478;
14/12/2022 14:56:51;1252;256;100;397;1855;100;549;1502;29,1000003814697;3,16799998283386;
14/12/2022 14:56:52;1250;245;100;397;1847;100;549;1502;28,7999992370605;3,16599988937378;
14/12/2022 14:56:53;1250;256;100;397;1840;100;549;1502;28,8999996185303;3,16599988937378;
14/12/2022 14:56:54;1248;255;100;397;1855;100;549;1502;28,6000003814697;3,16100001335144;
14/12/2022 14:56:55;1247;256;100;397;1839;100;549;1502;28,6000003814697;3,15899991989136;
14/12/2022 14:56:56;1247;259;100;397;1835;100;549;1502;28,2999992370605;3,15899991989136;
14/12/2022 14:56:57;1247;253;100;397;1840;100;549;1502;28,7999992370605;3,16100001335144;
14/12/2022 14:56:58;1248;247;100;397;1855;100;549;1501;28,8999996185303;3,16100001335144;
14/12/2022 14:57:00;1251;253;100;397;1846;100;549;1502;29,2000007629395;3,16400003433228;
14/12/2022 14:57:01;1249;251;100;397;1854;100;549;1502;28,7999992370605;3,16400003433228;
14/12/2022 14:57:02;1249;252;100;397;1833;100;549;1502;28,7000007629395;3,16400003433228;
14/12/2022 14:57:03;1251;253;100;396;1845;100;549;1502;28,6000003814697;3,16799998283386;
14/12/2022 14:57:05;1248;249;100;397;1855;100;549;1502;28,5;3,16400003433228;
14/12/2022 14:57:05;1246;252;100;397;1870;100;549;1502;28,8999996185303;3,15400004386902;
14/12/2022 14:57:07;1246;257;100;397;1866;100;549;1502;28,8999996185303;3,15400004386902;
14/12/2022 14:57:07;1246;252;100;396;1842;100;549;1502;28,8999996185303;3,15899991989136;
14/12/2022 14:57:08;1250;253;100;396;1880;100;549;1502;28,7999992370605;3,16400003433228;
14/12/2022 14:57:09;1251;256;100;397;1856;100;549;1502;28,7999992370605;3,16799998283386;
14/12/2022 14:57:10;1250;251;100;398;1853;100;549;1502;28,5;3,16499996185303;
14/12/2022 14:57:11;1248;248;100;397;1844;100;549;1502;28,3999996185303;3,15899991989136;
14/12/2022 14:57:13;1248;256;100;397;1858;100;549;1502;28,7000007629395;3,16000008583069;
14/12/2022 14:57:13;1249;252;100;396;1880;100;549;1502;29,1000003814697;3,16400003433228;
14/12/2022 14:57:15;1248;255;100;397;1849;100;549;1502;28,7999992370605;3,16000008583069;
14/12/2022 14:57:17;1249;260;100;397;1853;100;549;1501;28,7000007629395;3,16000008583069;
14/12/2022 14:57:17;1250;256;100;396;1877;100;549;1502;28,7999992370605;3,16499996185303;
14/12/2022 14:57:18;1250;254;100;396;1870;100;549;1502;28,6000003814697;3,16499996185303;
14/12/2022 14:57:19;1249;253;100;397;1855;100;549;1502;28,2999992370605;3,16300010681152;
14/12/2022 14:57:20;1249;245;100;397;1855;100;549;1502;28,7000007629395;3,16300010681152;
14/12/2022 14:57:21;1247;256;100;397;1853;100;549;1502;29,1000003814697;3,15499997138977;
14/12/2022 14:57:22;1249;256;100;397;1857;100;549;1502;28,7999992370605;3,16000008583069;
14/12/2022 14:57:23;1250;253;100;397;1846;100;549;1502;29;3,16499996185303;
14/12/2022 14:57:24;1249;242;100;397;1854;100;549;1502;28,8999996185303;3,16499996185303;
14/12/2022 14:57:25;1253;248;100;397;1884;100;549;1502;28,7999992370605;3,17199993133545;
14/12/2022 14:57:26;1254;251;100;397;1861;100;549;1502;28,3999996185303;3,17199993133545;
14/12/2022 14:57:27;1251;252;100;396;1856;100;549;1502;28,6000003814697;3,16700005531311;
14/12/2022 14:57:28;1250;251;100;397;1856;100;549;1502;29;3,16499996185303;
14/12/2022 14:57:30;1250;253;100;397;1850;100;549;1502;28,8999996185303;3,16499996185303;
14/12/2022 14:57:31;1250;252;100;396;1875;100;549;1502;28,7999992370605;3,16499996185303;
14/12/2022 14:57:32;1251;252;100;396;1875;100;549;1502;28,7999992370605;3,16499996185303;
14/12/2022 14:57:34;1250;256;100;397;1853;100;549;1501;28,5;3,16499996185303;
14/12/2022 14:57:34;1250;257;100;397;1853;100;549;1502;28,3999996185303;3,16499996185303;
14/12/2022 14:57:35;1249;251;100;397;1866;100;549;1502;28,6000003814697;3,16300010681152;
