;Potencia real [kW];Potencia reactiva [kvar];Pos. válvula mariposa [%];Tensión prom. gener. [V];Prom. corr. generador [A];Pos. válvula mariposa [%];Temp. promedio cil. [°C];Revoluciones reales [1/min];Tensión de excitación [V];Pot. teórica de carga [bar];
14/12/2022 15:21:18;1250;252;100;389;1905;100;549;1500;28,6000003814697;3,16000008583069;
14/12/2022 15:21:19;1251;261;100;389;1893;100;549;1500;28,5;3,16000008583069;
14/12/2022 15:21:20;1250;254;100;389;1909;100;549;1500;28,7999992370605;3,15799999237061;
14/12/2022 15:21:21;1251;255;100;389;1891;100;549;1500;28,7999992370605;3,16199994087219;
14/12/2022 15:21:22;1252;255;100;389;1902;100;549;1500;28,8999996185303;3,16499996185303;
14/12/2022 15:21:23;1251;255;100;388;1899;100;549;1500;28,8999996185303;3,16199994087219;
14/12/2022 15:21:25;1252;252;100;389;1903;100;549;1500;29,1000003814697;3,16199994087219;
14/12/2022 15:21:25;1250;246;100;389;1921;100;549;1500;28,8999996185303;3,16199994087219;
14/12/2022 15:21:27;1252;257;100;390;1894;100;549;1500;29,2000007629395;3,16100001335144;
14/12/2022 15:21:27;1250;252;100;389;1920;100;549;1500;29;3,16100001335144;
14/12/2022 15:21:28;1250;255;100;389;1884;100;549;1500;29;3,15899991989136;
14/12/2022 15:21:30;1249;250;100;389;1893;100;549;1500;29;3,15700006484985;
14/12/2022 15:21:32;1249;250;100;389;1904;100;549;1499;28,6000003814697;3,15700006484985;
14/12/2022 15:21:33;1250;254;100;389;1885;100;549;1499;28,7999992370605;3,15899991989136;
14/12/2022 15:21:34;1252;253;100;389;1907;100;549;1499;28,6000003814697;3,16100001335144;
14/12/2022 15:21:35;1251;252;100;388;1899;100;549;1499;28,6000003814697;3,16100001335144;
14/12/2022 15:21:36;1250;252;100;389;1882;100;549;1499;28,3999996185303;3,15899991989136;
14/12/2022 15:21:37;1250;251;100;388;1889;100;549;1499;28,3999996185303;3,15899991989136;
14/12/2022 15:21:38;1247;253;100;388;1888;100;549;1500;28,1000003814697;3,15199995040894;
14/12/2022 15:21:39;1249;261;100;389;1882;100;549;1499;28,3999996185303;3,15700006484985;
14/12/2022 15:21:40;1248;258;100;390;1890;100;549;1499;28,5;3,15400004386902;
14/12/2022 15:21:41;1250;252;100;390;1907;100;549;1500;28,6000003814697;3,15700006484985;
14/12/2022 15:21:42;1252;253;100;390;1902;100;549;1499;28,6000003814697;3,16400003433228;
14/12/2022 15:21:43;1251;254;100;388;1908;100;549;1499;28,6000003814697;3,16400003433228;
14/12/2022 15:21:44;1250;256;100;388;1908;100;549;1500;28,7000007629395;3,16100001335144;
14/12/2022 15:21:45;1250;252;100;389;1914;100;549;1500;28,7000007629395;3,15700006484985;
14/12/2022 15:21:46;1249;255;100;389;1886;100;549;1500;28,6000003814697;3,15700006484985;
14/12/2022 15:21:47;1249;254;100;390;1876;100;549;1500;28,6000003814697;3,15700006484985;
14/12/2022 15:21:48;1250;254;100;390;1914;100;549;1500;28,7000007629395;3,15700006484985;
14/12/2022 15:21:49;1251;255;100;388;1903;100;549;1500;28,6000003814697;3,15899991989136;
14/12/2022 15:21:54;1250;252;100;389;1893;100;549;1500;28,6000003814697;3,15899991989136;
14/12/2022 15:21:55;1252;253;100;389;1905;100;549;1500;28,5;3,16100001335144;
14/12/2022 15:21:55;1250;251;100;389;1922;100;549;1500;28,3999996185303;3,15899991989136;
14/12/2022 15:21:57;1250;256;100;389;1901;100;549;1500;28,6000003814697;3,15899991989136;
14/12/2022 15:21:58;1250;253;100;388;1909;100;549;1500;28,5;3,16100001335144;
14/12/2022 15:21:59;1250;255;100;388;1896;100;549;1500;28,6000003814697;3,15700006484985;
14/12/2022 15:22:00;1252;257;100;390;1887;100;549;1500;28,6000003814697;3,16100001335144;
14/12/2022 15:22:01;1250;254;100;390;1896;100;549;1499;28,5;3,15899991989136;
14/12/2022 15:22:03;1254;255;100;389;1907;100;549;1499;28,5;3,16599988937378;
14/12/2022 15:22:04;1251;259;100;388;1922;100;549;1499;28,2999992370605;3,16400003433228;
14/12/2022 15:22:05;1250;255;100;387;1905;100;549;1500;28,3999996185303;3,15899991989136;
14/12/2022 15:22:06;1251;256;100;388;1910;100;549;1499;28,6000003814697;3,16100001335144;
14/12/2022 15:22:07;1248;253;100;389;1895;100;549;1499;28,5;3,15400004386902;
14/12/2022 15:22:08;1247;253;100;389;1895;100;549;1499;28,5;3,15400004386902;
14/12/2022 15:22:09;1248;248;100;389;1883;100;549;1499;28,7000007629395;3,15400004386902;
14/12/2022 15:22:10;1247;255;100;388;1895;100;549;1499;28,2999992370605;3,15199995040894;
14/12/2022 15:22:11;1249;258;100;388;1898;100;549;1499;28,6000003814697;3,15400004386902;
14/12/2022 15:22:12;1249;259;100;388;1907;100;549;1499;28,5;3,15700006484985;
14/12/2022 15:22:13;1248;256;100;388;1895;100;549;1500;28,7000007629395;3,15700006484985;
14/12/2022 15:22:14;1250;256;100;388;1897;100;549;1500;28,7000007629395;3,15700006484985;
14/12/2022 15:22:15;1252;252;100;389;1894;100;549;1500;28,7000007629395;3,16400003433228;
14/12/2022 15:22:16;1251;251;100;389;1878;100;549;1500;28,6000003814697;3,15899991989136;
14/12/2022 15:22:17;1251;256;100;389;1884;100;549;1500;28,6000003814697;3,16100001335144;
14/12/2022 15:22:18;1250;255;100;388;1896;100;549;1500;28,6000003814697;3,15899991989136;
14/12/2022 15:22:19;1250;253;100;388;1896;100;549;1500;28,6000003814697;3,15899991989136;
14/12/2022 15:22:20;1250;251;100;388;1898;100;549;1500;28,7000007629395;3,16100001335144;
14/12/2022 15:22:21;1249;255;100;388;1880;100;549;1499;28,7000007629395;3,15899991989136;
14/12/2022 15:22:22;1250;252;100;388;1906;100;549;1500;28,7000007629395;3,15700006484985;
14/12/2022 15:22:23;1249;255;100;389;1900;100;549;1500;28,7000007629395;3,16000008583069;
14/12/2022 15:22:24;1250;257;100;389;1899;100;549;1500;28,6000003814697;3,15799999237061;
14/12/2022 15:22:25;1250;255;100;388;1882;100;549;1500;28,7000007629395;3,16000008583069;
14/12/2022 15:22:26;1248;250;100;388;1893;100;549;1500;28,7000007629395;3,15799999237061;
14/12/2022 15:22:27;1251;256;100;387;1909;100;549;1499;28,7999992370605;3,16000008583069;
14/12/2022 15:22:28;1251;256;100;387;1901;100;549;1500;28,7999992370605;3,16199994087219;
14/12/2022 15:22:29;1249;256;100;388;1888;100;549;1499;28,7999992370605;3,16000008583069;
14/12/2022 15:22:31;1250;251;100;388;1902;100;549;1499;28,8999996185303;3,16199994087219;
14/12/2022 15:22:32;1251;256;100;388;1906;100;549;1500;28,7000007629395;3,15799999237061;
14/12/2022 15:22:33;1252;254;100;388;1899;100;549;1499;28,8999996185303;3,16499996185303;
14/12/2022 15:22:34;1250;255;100;388;1887;100;549;1500;28,8999996185303;3,16199994087219;
14/12/2022 15:22:35;1250;249;100;388;1888;100;549;1499;29,1000003814697;3,16100001335144;
14/12/2022 15:22:36;1249;248;100;389;1895;100;549;1500;28,7999992370605;3,15899991989136;
14/12/2022 15:22:37;1250;252;100;388;1899;100;549;1500;28,7999992370605;3,16100001335144;
14/12/2022 15:22:38;1250;251;100;388;1904;100;549;1499;28,8999996185303;3,16100001335144;
14/12/2022 15:22:39;1251;254;100;388;1911;100;549;1500;28,7999992370605;3,16100001335144;
14/12/2022 15:22:40;1251;252;100;388;1914;100;549;1500;28,8999996185303;3,16100001335144;
14/12/2022 15:22:41;1252;252;100;388;1901;100;549;1500;29,1000003814697;3,16300010681152;
14/12/2022 15:22:42;1252;253;100;388;1914;100;549;1500;28,7999992370605;3,16599988937378;
14/12/2022 15:22:43;1251;255;100;388;1897;100;549;1500;29,1000003814697;3,16599988937378;
14/12/2022 15:22:44;1249;254;100;388;1898;100;549;1499;29,1000003814697;3,16100001335144;
14/12/2022 15:22:45;1249;250;100;388;1896;100;549;1499;29,1000003814697;3,16100001335144;
14/12/2022 15:22:46;1250;249;100;388;1904;100;549;1500;29;3,15899991989136;
14/12/2022 15:22:47;1251;252;100;388;1907;100;549;1499;29,2000007629395;3,16300010681152;
14/12/2022 15:22:48;1253;257;100;388;1897;100;549;1500;29,1000003814697;3,16799998283386;
14/12/2022 15:22:49;1250;253;100;388;1909;100;549;1500;29;3,16599988937378;
14/12/2022 15:22:50;1250;257;100;388;1892;100;549;1500;29,1000003814697;3,16199994087219;
14/12/2022 15:22:51;1249;254;100;388;1886;100;549;1500;29;3,16000008583069;
14/12/2022 15:22:52;1249;254;100;388;1894;100;549;1500;29,1000003814697;3,16000008583069;
14/12/2022 15:22:53;1248;246;100;388;1907;100;549;1500;29,1000003814697;3,15700006484985;
14/12/2022 15:22:54;1250;257;100;388;1908;100;548;1499;29;3,16000008583069;
14/12/2022 15:22:55;1249;255;100;388;1903;100;548;1499;28,8999996185303;3,15700006484985;
14/12/2022 15:22:56;1251;254;100;388;1909;100;548;1499;28,7999992370605;3,16400003433228;
14/12/2022 15:22:57;1250;251;100;389;1882;100;548;1499;28,7999992370605;3,16400003433228;
14/12/2022 15:22:58;1250;251;100;389;1882;100;548;1499;28,7999992370605;3,16400003433228;
14/12/2022 15:22:59;1249;257;100;388;1895;100;549;1499;28,3999996185303;3,15700006484985;
14/12/2022 15:23:00;1249;257;100;388;1911;100;548;1500;28,5;3,16199994087219;
14/12/2022 15:23:02;1251;255;100;389;1885;100;548;1500;28,5;3,16400003433228;
14/12/2022 15:23:03;1253;251;100;388;1888;100;548;1500;28,6000003814697;3,16899991035461;
14/12/2022 15:23:04;1254;255;100;388;1912;100;548;1500;28,6000003814697;3,17400002479553;
14/12/2022 15:23:05;1255;252;100;389;1896;100;548;1500;28,6000003814697;3,17400002479553;
14/12/2022 15:23:07;1249;249;100;388;1884;100;548;1500;28,2999992370605;3,16400003433228;
14/12/2022 15:23:07;1248;254;100;388;1881;100;548;1500;28,6000003814697;3,15700006484985;
14/12/2022 15:23:08;1248;257;100;387;1886;100;549;1500;28,7999992370605;3,15700006484985;
14/12/2022 15:23:09;1249;253;100;388;1920;100;549;1500;28,8999996185303;3,16199994087219;
14/12/2022 15:23:10;1249;249;100;388;1897;100;548;1500;29,1000003814697;3,16199994087219;
14/12/2022 15:23:11;1248;254;100;389;1905;100;548;1500;29,1000003814697;3,15700006484985;
14/12/2022 15:23:12;1247;255;100;389;1890;100;548;1500;29,1000003814697;3,15499997138977;
14/12/2022 15:23:13;1249;255;100;388;1895;100;548;1500;29,2000007629395;3,16000008583069;
14/12/2022 15:23:14;1251;254;100;388;1896;100;548;1500;29,2000007629395;3,16400003433228;
14/12/2022 15:23:15;1249;253;100;388;1894;100;548;1500;28,7999992370605;3,15700006484985;
14/12/2022 15:23:16;1250;260;100;389;1896;100;548;1500;29;3,16000008583069;
14/12/2022 15:23:17;1251;255;100;388;1910;100;548;1500;29;3,16700005531311;
14/12/2022 15:23:18;1253;257;100;388;1922;100;548;1500;29,1000003814697;3,16899991035461;
14/12/2022 15:23:19;1253;256;100;387;1899;100;548;1500;28,8999996185303;3,16899991035461;
14/12/2022 15:23:20;1253;253;100;389;1903;100;548;1500;28,8999996185303;3,16899991035461;
14/12/2022 15:23:21;1252;250;100;389;1888;100;548;1500;28,7999992370605;3,16700005531311;
14/12/2022 15:23:22;1250;248;100;389;1880;100;548;1500;28,7000007629395;3,16199994087219;
14/12/2022 15:23:23;1246;246;100;388;1888;100;548;1500;28,6000003814697;3,15199995040894;
14/12/2022 15:23:24;1248;248;100;387;1897;100;548;1500;28,6000003814697;3,15700006484985;
14/12/2022 15:23:26;1249;255;100;388;1893;100;548;1500;28,5;3,16000008583069;
14/12/2022 15:23:27;1249;246;100;388;1896;100;548;1500;28,6000003814697;3,16000008583069;
14/12/2022 15:23:27;1249;258;100;389;1904;100;548;1500;28,7000007629395;3,16000008583069;
14/12/2022 15:23:28;1250;252;100;388;1889;100;548;1500;28,7000007629395;3,16300010681152;
14/12/2022 15:23:31;1250;254;100;388;1901;100;548;1500;28,6000003814697;3,16300010681152;
14/12/2022 15:23:32;1247;253;100;388;1891;100;548;1500;28,3999996185303;3,15799999237061;
14/12/2022 15:23:33;1250;251;100;388;1896;100;548;1500;28,6000003814697;3,16300010681152;
14/12/2022 15:23:34;1251;253;100;389;1887;100;548;1500;28,5;3,16499996185303;
14/12/2022 15:23:35;1252;258;100;389;1887;100;548;1500;28,2999992370605;3,16499996185303;
14/12/2022 15:23:36;1250;254;100;388;1885;100;548;1500;28,2000007629395;3,16300010681152;
14/12/2022 15:23:37;1251;255;100;388;1907;100;548;1500;28,6000003814697;3,16799998283386;
14/12/2022 15:23:38;1253;253;100;388;1896;100;548;1501;28,7000007629395;3,17199993133545;
14/12/2022 15:23:39;1254;245;100;389;1910;100;548;1501;29;3,17199993133545;
14/12/2022 15:23:40;1254;255;100;389;1886;100;548;1501;29,1000003814697;3,17199993133545;
14/12/2022 15:23:41;1254;253;100;389;1910;100;548;1501;29,2000007629395;3,17199993133545;
14/12/2022 15:23:42;1251;253;100;388;1884;100;548;1501;28,8999996185303;3,16499996185303;
14/12/2022 15:23:43;1249;253;100;388;1889;100;548;1501;28,8999996185303;3,16100001335144;
14/12/2022 15:23:44;1249;253;100;388;1877;100;548;1501;28,7000007629395;3,15799999237061;
14/12/2022 15:23:46;1248;251;100;388;1887;100;548;1501;28,7999992370605;3,15799999237061;
14/12/2022 15:23:48;1252;252;100;388;1906;100;548;1501;28,7999992370605;3,16799998283386;
14/12/2022 15:23:50;1249;253;100;389;1884;100;548;1501;28,3999996185303;3,16100001335144;
14/12/2022 15:23:51;1248;253;100;389;1884;100;548;1501;28,3999996185303;3,16100001335144;
14/12/2022 15:23:51;1249;253;100;389;1903;100;548;1501;28,5;3,16100001335144;
14/12/2022 15:23:52;1251;252;100;389;1890;100;548;1501;28,7999992370605;3,16300010681152;
14/12/2022 15:23:53;1251;252;100;389;1906;100;548;1501;29,1000003814697;3,16799998283386;
14/12/2022 15:23:54;1253;251;100;389;1887;100;548;1501;29,2999992370605;3,17000007629395;
14/12/2022 15:23:55;1254;254;100;389;1885;100;548;1501;29;3,17199993133545;
14/12/2022 15:23:57;1249;253;100;389;1895;100;548;1501;29;3,16100001335144;
14/12/2022 15:23:57;1250;248;100;389;1891;100;548;1501;29;3,16499996185303;
14/12/2022 15:23:58;1251;247;100;389;1882;100;548;1501;28,7000007629395;3,16499996185303;
14/12/2022 15:24:00;1252;256;100;389;1889;100;548;1501;28,7000007629395;3,17000007629395;
14/12/2022 15:24:02;1253;254;100;387;1905;100;548;1501;28,5;3,16799998283386;
14/12/2022 15:24:04;1253;257;100;388;1907;100;549;1501;28,7000007629395;3,17199993133545;
14/12/2022 15:24:05;1251;248;100;389;1893;100;548;1501;28,5;3,16799998283386;
14/12/2022 15:24:05;1251;248;100;389;1893;100;548;1501;28,5;3,16799998283386;
14/12/2022 15:24:07;1252;244;100;389;1880;100;549;1501;28,7999992370605;3,16799998283386;
14/12/2022 15:24:08;1249;265;100;389;1897;100;549;1501;29,2999992370605;3,16499996185303;
14/12/2022 15:24:08;1248;261;100;389;1894;100;548;1501;29,1000003814697;3,15799999237061;
14/12/2022 15:24:09;1249;250;100;389;1896;100;549;1501;29,1000003814697;3,16000008583069;
14/12/2022 15:24:10;1251;256;100;389;1869;100;548;1501;29;3,16400003433228;
14/12/2022 15:24:11;1252;252;100;389;1894;100;548;1501;28,7999992370605;3,16700005531311;
14/12/2022 15:24:12;1252;255;100;389;1870;100;548;1501;29;3,16700005531311;
14/12/2022 15:24:13;1253;255;100;388;1895;100;548;1501;28,7999992370605;3,16899991035461;
14/12/2022 15:24:14;1252;259;100;388;1884;100;548;1501;28,7000007629395;3,16700005531311;
14/12/2022 15:24:15;1251;255;100;389;1889;100;548;1501;28,6000003814697;3,16400003433228;
14/12/2022 15:24:17;1250;251;100;389;1895;100;548;1501;28,6000003814697;3,16000008583069;
14/12/2022 15:24:17;1251;257;100;390;1890;100;548;1501;28,5;3,16199994087219;
14/12/2022 15:24:18;1250;252;100;389;1875;100;548;1501;28,5;3,16199994087219;
14/12/2022 15:24:19;1250;252;100;388;1906;100;548;1501;28,6000003814697;3,16400003433228;
14/12/2022 15:24:21;1252;256;100;388;1902;100;548;1501;28,5;3,16700005531311;
14/12/2022 15:24:21;1252;251;100;389;1893;100;548;1501;29;3,16700005531311;
14/12/2022 15:24:23;1254;252;100;390;1907;100;549;1501;29,2000007629395;3,16899991035461;
14/12/2022 15:24:23;1254;253;100;390;1883;100;549;1501;29,2000007629395;3,17000007629395;
14/12/2022 15:24:24;1251;254;100;388;1887;100;549;1501;28,7000007629395;3,16400003433228;
14/12/2022 15:24:25;1248;251;100;387;1909;100;549;1501;29;3,15499997138977;
14/12/2022 15:24:27;1248;251;100;388;1892;100;549;1501;28,7999992370605;3,15400004386902;
14/12/2022 15:24:27;1250;251;100;389;1896;100;549;1501;28,7000007629395;3,16100001335144;
14/12/2022 15:24:29;1251;246;100;389;1916;100;549;1501;28,7999992370605;3,16599988937378;
14/12/2022 15:24:31;1248;246;100;387;1906;100;549;1501;28,5;3,15899991989136;
14/12/2022 15:24:32;1250;250;100;388;1909;100;549;1501;28,7000007629395;3,15899991989136;
14/12/2022 15:24:33;1249;258;100;389;1894;100;549;1501;28,2000007629395;3,15899991989136;
14/12/2022 15:24:34;1248;252;100;389;1890;100;549;1501;28,3999996185303;3,15899991989136;
14/12/2022 15:24:35;1247;251;100;389;1915;100;549;1501;28,3999996185303;3,15400004386902;
14/12/2022 15:24:36;1246;256;100;389;1874;100;549;1501;28,7000007629395;3,15100002288818;
14/12/2022 15:24:37;1247;252;100;389;1902;100;549;1501;29,1000003814697;3,15599989891052;
14/12/2022 15:24:38;1247;251;100;389;1899;100;549;1501;29,1000003814697;3,15599989891052;
14/12/2022 15:24:39;1247;251;100;389;1894;100;549;1501;29,2000007629395;3,15599989891052;
14/12/2022 15:24:40;1248;253;100;389;1885;100;549;1501;28,7999992370605;3,15599989891052;
14/12/2022 15:24:41;1249;254;100;388;1899;100;549;1501;29;3,15899991989136;
14/12/2022 15:24:42;1250;255;100;389;1876;100;549;1501;28,7999992370605;3,16100001335144;
14/12/2022 15:24:43;1251;256;100;389;1916;100;549;1501;28,8999996185303;3,16300010681152;
14/12/2022 15:24:44;1250;252;100;389;1886;100;549;1501;28,7999992370605;3,16100001335144;
14/12/2022 15:24:45;1253;259;100;389;1918;100;548;1501;28,7999992370605;3,16599988937378;
14/12/2022 15:24:46;1251;252;100;389;1878;100;548;1501;28,7000007629395;3,16599988937378;
14/12/2022 15:24:47;1250;254;100;389;1907;100;548;1501;28,3999996185303;3,16100001335144;
14/12/2022 15:24:48;1252;253;100;389;1884;100;548;1501;28,5;3,16300010681152;
14/12/2022 15:24:49;1249;245;100;388;1889;100;548;1501;28,7999992370605;3,16100001335144;
14/12/2022 15:24:50;1250;245;100;388;1889;100;548;1501;28,7999992370605;3,16100001335144;
14/12/2022 15:24:51;1251;245;100;388;1909;100;548;1501;29;3,16100001335144;
14/12/2022 15:24:52;1250;253;100;388;1879;100;548;1501;29;3,16100001335144;
14/12/2022 15:24:53;1249;252;100;388;1894;100;548;1501;29,1000003814697;3,16100001335144;
14/12/2022 15:24:54;1249;255;100;388;1881;100;548;1501;28,8999996185303;3,16000008583069;
14/12/2022 15:24:55;1249;255;100;389;1905;100;548;1501;28,7000007629395;3,16000008583069;
14/12/2022 15:24:56;1249;251;100;389;1876;100;548;1501;28,8999996185303;3,15700006484985;
14/12/2022 15:24:57;1250;252;100;389;1900;100;548;1501;28,7000007629395;3,16199994087219;
14/12/2022 15:24:58;1247;253;100;389;1868;100;548;1501;28,6000003814697;3,15700006484985;
14/12/2022 15:24:59;1248;254;100;390;1890;100;548;1501;28,7999992370605;3,15499997138977;
14/12/2022 15:25:00;1246;245;100;389;1882;100;548;1501;28,6000003814697;3,15499997138977;
14/12/2022 15:25:01;1249;250;100;388;1900;100;548;1500;28,6000003814697;3,16000008583069;
14/12/2022 15:25:03;1249;249;100;389;1903;100;548;1501;28,5;3,16000008583069;
14/12/2022 15:25:03;1250;257;100;389;1876;100;548;1501;28,3999996185303;3,16199994087219;
14/12/2022 15:25:04;1250;258;100;390;1911;100;548;1501;28,6000003814697;3,16400003433228;
14/12/2022 15:25:09;1251;249;100;389;1892;100;548;1501;28,8999996185303;3,16199994087219;
14/12/2022 15:25:10;1251;253;100;389;1899;100;548;1501;28,7999992370605;3,16499996185303;
14/12/2022 15:25:10;1251;253;100;389;1899;100;548;1501;28,7999992370605;3,16499996185303;
14/12/2022 15:25:12;1252;252;100;388;1890;100;548;1501;28,7000007629395;3,16400003433228;
14/12/2022 15:25:13;1253;255;100;388;1902;100;548;1501;28,7000007629395;3,16899991035461;
14/12/2022 15:25:13;1252;251;100;388;1897;100;548;1501;28,7999992370605;3,16700005531311;
14/12/2022 15:25:15;1249;256;100;389;1901;100;549;1501;28,3999996185303;3,16499996185303;
14/12/2022 15:25:15;1248;256;100;390;1869;100;549;1501;28,5;3,15599989891052;
14/12/2022 15:25:17;1246;252;100;390;1866;100;549;1501;28,5;3,15599989891052;
14/12/2022 15:25:17;1246;250;100;390;1893;100;549;1501;28,6000003814697;3,15599989891052;
14/12/2022 15:25:19;1248;258;100;389;1881;100;549;1501;28,7000007629395;3,15599989891052;
14/12/2022 15:25:20;1247;246;100;388;1890;100;549;1501;28,8999996185303;3,15499997138977;
14/12/2022 15:25:21;1249;258;100;389;1897;100;549;1501;29;3,16100001335144;
14/12/2022 15:25:22;1247;247;100;389;1898;100;549;1501;29,1000003814697;3,15799999237061;
14/12/2022 15:25:23;1249;247;100;389;1898;100;549;1501;29,1000003814697;3,15799999237061;
14/12/2022 15:25:23;1251;252;100;389;1899;100;549;1501;29,1000003814697;3,16499996185303;
14/12/2022 15:25:25;1250;247;100;389;1918;100;549;1501;29;3,16300010681152;
14/12/2022 15:25:26;1253;254;100;389;1897;100;549;1500;29;3,16799998283386;
14/12/2022 15:25:27;1253;251;100;390;1895;100;549;1501;28,8999996185303;3,17000007629395;
14/12/2022 15:25:28;1252;252;100;390;1894;100;549;1501;28,7999992370605;3,16799998283386;
14/12/2022 15:25:29;1252;251;100;389;1896;100;549;1501;28,7999992370605;3,16799998283386;
14/12/2022 15:25:30;1250;257;100;389;1890;100;549;1501;28,6000003814697;3,16499996185303;
14/12/2022 15:25:33;1246;251;100;389;1883;100;549;1501;28,2999992370605;3,15799999237061;
14/12/2022 15:25:33;1246;251;100;389;1883;100;549;1501;28,2999992370605;3,15799999237061;
14/12/2022 15:25:34;1247;255;100;389;1893;100;549;1501;28,2999992370605;3,15599989891052;
14/12/2022 15:25:35;1250;245;100;388;1888;100;549;1501;28,5;3,15799999237061;
14/12/2022 15:25:36;1251;249;100;389;1898;100;549;1501;28,7000007629395;3,16499996185303;
14/12/2022 15:25:37;1250;254;100;390;1888;100;549;1501;29,1000003814697;3,16300010681152;
14/12/2022 15:25:38;1252;254;100;390;1887;100;549;1501;29,2000007629395;3,17000007629395;
14/12/2022 15:25:39;1254;251;100;389;1917;100;549;1501;29,2000007629395;3,17000007629395;
14/12/2022 15:25:40;1252;251;100;389;1917;100;549;1501;29,2000007629395;3,17000007629395;
14/12/2022 15:25:41;1251;253;100;389;1904;100;549;1501;29,1000003814697;3,16499996185303;
14/12/2022 15:25:42;1251;251;100;389;1887;100;549;1501;28,7999992370605;3,16499996185303;
14/12/2022 15:25:43;1251;251;100;389;1887;100;549;1501;28,7999992370605;3,16499996185303;
14/12/2022 15:25:44;1251;254;100;389;1888;100;549;1501;29;3,17000007629395;
14/12/2022 15:25:45;1249;250;100;389;1914;100;549;1501;28,7999992370605;3,16300010681152;
14/12/2022 15:25:47;1251;255;100;389;1889;100;549;1501;28,7000007629395;3,16799998283386;
14/12/2022 15:25:47;1251;255;100;389;1889;100;549;1501;28,7000007629395;3,16799998283386;
14/12/2022 15:25:48;1251;246;100;389;1899;100;549;1501;28,6000003814697;3,16499996185303;
14/12/2022 15:25:49;1249;246;100;389;1899;100;549;1501;28,6000003814697;3,16499996185303;
14/12/2022 15:25:50;1249;248;100;389;1917;100;549;1501;28,5;3,16300010681152;
14/12/2022 15:25:51;1251;251;100;389;1897;100;549;1501;28,6000003814697;3,16499996185303;
14/12/2022 15:25:52;1250;256;100;390;1877;100;549;1501;28,8999996185303;3,16300010681152;
14/12/2022 15:25:53;1248;252;100;389;1909;100;549;1501;29;3,15799999237061;
14/12/2022 15:25:54;1249;252;100;389;1909;100;549;1501;29;3,15799999237061;
14/12/2022 15:25:55;1248;253;100;389;1887;100;549;1501;29;3,15700006484985;
14/12/2022 15:25:56;1252;253;100;389;1905;100;549;1501;29,1000003814697;3,16799998283386;
14/12/2022 15:25:57;1252;255;100;389;1905;100;549;1501;28,8999996185303;3,16799998283386;
14/12/2022 15:25:58;1252;250;100;389;1884;100;549;1501;29;3,16799998283386;
14/12/2022 15:25:59;1251;254;100;389;1889;100;549;1501;28,7000007629395;3,16499996185303;
14/12/2022 15:26:01;1253;256;100;388;1904;100;549;1501;28,7999992370605;3,17000007629395;
14/12/2022 15:26:01;1255;256;100;388;1904;100;549;1501;28,7999992370605;3,17199993133545;
14/12/2022 15:26:03;1254;250;100;389;1915;100;549;1500;28,6000003814697;3,17199993133545;
14/12/2022 15:26:04;1253;250;100;389;1915;100;549;1500;28,6000003814697;3,17199993133545;
14/12/2022 15:26:05;1252;257;100;389;1892;100;549;1501;28,3999996185303;3,16799998283386;
14/12/2022 15:26:06;1253;256;100;389;1883;100;549;1500;28,2999992370605;3,17000007629395;
14/12/2022 15:26:07;1253;258;100;389;1898;100;549;1501;28,7000007629395;3,17000007629395;
14/12/2022 15:26:08;1251;256;100;389;1890;100;549;1501;28,7999992370605;3,16499996185303;
14/12/2022 15:26:09;1249;251;100;389;1885;100;549;1501;29;3,16300010681152;
14/12/2022 15:26:10;1248;249;100;389;1878;100;549;1501;28,8999996185303;3,15799999237061;
14/12/2022 15:26:12;1254;262;100;389;1870;100;549;1501;28,7000007629395;3,17000007629395;
14/12/2022 15:26:13;1251;253;100;389;1898;100;549;1501;28,7999992370605;3,16499996185303;
14/12/2022 15:26:14;1251;253;100;389;1898;100;549;1501;28,7999992370605;3,16499996185303;
14/12/2022 15:26:15;1250;253;100;389;1891;100;549;1501;28,6000003814697;3,16499996185303;
14/12/2022 15:26:16;1250;250;100;389;1898;100;549;1501;28,7999992370605;3,16100001335144;
14/12/2022 15:26:17;1252;254;100;389;1886;100;549;1501;28,7000007629395;3,16300010681152;
14/12/2022 15:26:18;1252;256;100;389;1900;100;549;1501;28,5;3,17000007629395;
14/12/2022 15:26:19;1250;257;100;389;1882;100;549;1501;28,2000007629395;3,16300010681152;
14/12/2022 15:26:20;1250;250;100;389;1901;100;549;1501;28,2999992370605;3,16499996185303;
14/12/2022 15:26:21;1250;256;100;389;1895;100;549;1501;28,6000003814697;3,16300010681152;
14/12/2022 15:26:22;1251;252;100;389;1891;100;549;1501;28,8999996185303;3,16300010681152;
14/12/2022 15:26:23;1250;250;100;389;1918;100;549;1501;29,1000003814697;3,16799998283386;
14/12/2022 15:26:24;1250;246;100;388;1872;100;549;1501;29;3,16300010681152;
14/12/2022 15:26:25;1251;257;100;389;1895;100;549;1501;29,1000003814697;3,16300010681152;
14/12/2022 15:26:26;1250;252;100;389;1885;100;549;1501;29;3,16300010681152;
14/12/2022 15:26:27;1250;254;100;389;1895;100;549;1501;28,7999992370605;3,16300010681152;
14/12/2022 15:26:28;1248;248;100;389;1893;100;549;1501;28,8999996185303;3,16300010681152;
14/12/2022 15:26:29;1249;251;100;389;1911;100;549;1501;28,3999996185303;3,16100001335144;
14/12/2022 15:26:30;1250;252;100;389;1882;100;549;1501;28,7999992370605;3,16799998283386;
