2022-12-14 16:41:45 ;219;2103;Fallo señal de medida de presion del aceite;M02            ;W;;;;;;;;;
2022-12-14 16:41:45 ;438;3003;Fallo señal de medida ;M02            ;A;;;;;;;;;
2022-12-14 16:41:44 ;969;1031;Parada de emergencia / circuito de seguridad abierto;M02            ;A;;;;;;;;;
2022-12-14 16:41:44 ;969;1036;Generador sobrecarga/cortocircuito;M02            ;A;MMD.CurrMax1;2381;192;MMD.CurrMax2;4058;192;MMD.CurrMax3;2875;192
2022-12-14 16:41:44 ;969;1054;Alarma fuego;M02            ;A;;;;;;;;;
2022-12-14 16:41:44 ;969;1056;Circuito de seguridad abierto;M02            ;A;;;;;;;;;
2022-12-14 16:41:44 ;969;1053;Alarma gas;M02            ;A;;;;;;;;;
2022-12-14 16:41:44 ;969;1073;Conversor múltiple: sobrecarga del generador/cortocircuito;M02            ;A;;;;;;;;;
2022-12-14 16:41:44 ;969;1052;Prealarma gas;M02            ;A;;;;;;;;;
2022-12-14 16:41:44 ;969;1078;Fallo señal de medida de presion de carga;M02            ;A;;;;;;;;;
2022-12-14 16:41:44 ;969;1101;Fallo transformador;M02            ;A;;;;;;;;;
2022-12-14 16:41:44 ;875;1232;Desconectada peticion a modulo;M02            ;B;;;;;;;;;
2022-12-14 16:41:44 ;875;1239;Parada fallo general;M02            ;B;;;;;;;;;
2022-12-14 16:41:44 ;969;3311;Fallo en tarjeta I/O;M02            ;A;Aux.PreChambDifPress;0;192;;;;;;
2022-12-14 16:41:44 ;188;1231;Conectada peticion a modulo;M02            ;B;;;;;;;;;
2022-12-14 16:41:44 ;969;3412;Fallo equipo monitorizador de la red / relé de protección del generador;M02            ;W;;;;;;;;;
2022-12-14 16:41:44 ;969;1134;Fallo a tierra;M02            ;A;;;;;;;;;
2022-12-14 16:41:44 ;969;2573;Falla protección de sobretensión generador;M02            ;W;;;;;;;;;
2022-12-14 16:41:44 ;875;1230;Desconectado servicio automatico;M02            ;B;;;;;;;;;
2022-12-14 16:41:44 ;875;1140;Fallo fusible del armario de gruppo;M02            ;A;;;;;;;;;
2022-12-14 16:41:43 ;313;1229;Conectado servicio automatico;M02            ;B;;;;;;;;;
2022-12-14 16:41:43 ;188;1227;Selector de servicio Automatico;M02            ;B;;;;;;;;;
2022-12-14 16:41:41 ;938;1226;Selector de servico Manual;M02            ;B;;;;;;;;;
2022-12-14 16:41:39 ;172;1256;Confirmar;M02            ;B;;;;;;;;;
2022-12-14 16:41:35 ;688;1189;Falta autorizacion para la sincronizacion;M02            ;W;;;;;;;;;
2022-12-14 16:41:35 ;438;1175;Fallo de la red;M02            ;W;Generator.VoltExit;0;192;;;;;;
2022-12-14 16:41:35 ;313;1225;Selector de servicio Desconectado;M02            ;B;;;;;;;;;
2022-12-14 16:41:31 ;860;3255;Registro DIA.NE XT;M02            ;B;Various.Values.UserNG;;24;Various.Values.PassLevelNG;10;192;;;
2022-12-14 16:41:10 ;141;1256;Confirmar;M02            ;B;;;;;;;;;
2022-12-14 16:41:09 ;188;1226;Selector de servico Manual;M02            ;B;;;;;;;;;
2022-12-14 16:41:07 ;625;1225;Selector de servicio Desconectado;M02            ;B;;;;;;;;;
2022-12-14 16:38:11 ;204;1226;Selector de servico Manual;M02            ;B;;;;;;;;;
2022-12-14 16:38:10 ;454;1256;Confirmar;M02            ;B;;;;;;;;;
2022-12-14 16:38:02 ;532;1226;Selector de servico Manual;M02            ;B;;;;;;;;;
2022-12-14 16:38:02 ;860;1227;Selector de servicio Automatico;M02            ;B;;;;;;;;;
2022-12-14 16:37:56 ;704;1225;Selector de servicio Desconectado;M02            ;B;;;;;;;;;
2022-12-14 16:37:54 ;829;1226;Selector de servico Manual;M02            ;B;;;;;;;;;
2022-12-14 16:30:00 ;875;9007;Aviso por hora;M02            ;B;;;;;;;;;
2022-12-14 16:26:29 ;204;1225;Selector de servicio Desconectado;M02            ;B;;;;;;;;;
2022-12-14 15:58:17 ;532;1226;Selector de servico Manual;M02            ;B;;;;;;;;;
2022-12-14 15:46:02 ;954;3226;Encendido desconectado;M02            ;B;;;;;;;;;
2022-12-14 15:45:43 ;594;3264;Desconectado disyuntor de red;M02            ;B;;;;;;;;;
2022-12-14 15:45:43 ;594;3266;Fallo de red;M02            ;B;;;;;;;;;
2022-12-14 15:45:43 ;625;1189;Falta autorizacion para la sincronizacion;M02            ;W;;;;;;;;;
2022-12-14 15:45:43 ;594;1175;Fallo de la red;M02            ;W;Generator.VoltExit;15,8;192;;;;;;
2022-12-14 15:45:43 ;625;2140;Peticion de energ. emergencia;M02            ;B;;;;;;;;;
2022-12-14 15:45:42 ;813;1236;Desconectado disyuntor del generador;M02            ;B;;;;;;;;;
2022-12-14 15:45:42 ;813;2124;Funcionamiento en vacio;M02            ;B;;;;;;;;;
2022-12-14 15:45:42 ;219;1234;Fuera de funcionamiento;M02            ;B;Counters.OpHour;15745;192;;;;;;
2022-12-14 15:45:42 ;219;1109;Fallo de tension de excitaci ón generador;M02            ;A;MMD.PowerReact;-408;192;;;;;;
2022-12-14 15:45:42 ;219;1239;Parada fallo general;M02            ;B;;;;;;;;;
2022-12-14 15:45:42 ;219;1232;Desconectada peticion a modulo;M02            ;B;;;;;;;;;
2022-12-14 15:45:42 ;219;1230;Desconectado servicio automatico;M02            ;B;;;;;;;;;
2022-12-14 15:30:00 ;938;9007;Aviso por hora;M02            ;B;;;;;;;;;
2022-12-14 14:30:00 ;360;9007;Aviso por hora;M02            ;B;;;;;;;;;
