;Revoluciones reales [1/min];Potencia real [kW];Presión de carga [bar];Pot. teórica de carga [bar];Temp. sobr. [°C];Pos. válvula mariposa [%];Pos. válvula mariposa [%];Válv. lambda dosif. gas [];Tensión de excitación [V];Potencia reactiva [kvar];
25/06/2022 11:25:43;1500;1200;2,96499991416931;2,95799994468689;45,4000015258789;100;39,2000007629395;1,57299995422363;24;247;
25/06/2022 11:25:53;1500;1200;2,95900011062622;2,95799994468689;45,4000015258789;100;39,2000007629395;1,57400000095367;24;229;
25/06/2022 11:26:03;1500;1203;2,96199989318848;2,95700001716614;44,7000007629395;100;39,2999992370605;1,57400000095367;24,1000003814697;249;
25/06/2022 11:26:13;1500;1199;2,95499992370605;2,9449999332428;44,2000007629395;100;39,5;1,57299995422363;24,1000003814697;236;
25/06/2022 11:26:23;1500;1200;2,94899988174438;2,95099997520447;44,9000015258789;100;39,4000015258789;1,57299995422363;24;239;
25/06/2022 11:26:33;1501;1200;2,9539999961853;2,95900011062622;45,5;100;39,5999984741211;1,57400000095367;24;241;
25/06/2022 11:26:43;1501;1197;2,96199989318848;2,95099997520447;45,4000015258789;100;39,0999984741211;1,57400000095367;24,1000003814697;242;
25/06/2022 11:26:53;1500;1204;2,95600008964539;2,96199989318848;44,7999992370605;100;39,5;1,57299995422363;24;240;
25/06/2022 11:27:03;1499;1203;2,94899988174438;2,95700001716614;44,2999992370605;100;39,5;1,57299995422363;24,1000003814697;243;
25/06/2022 11:27:13;1500;1198;2,94600009918213;2,95000004768372;45;100;39,2999992370605;1,57400000095367;24;239;
25/06/2022 11:27:23;1500;1199;2,95199990272522;2,95700001716614;45,5;100;39,2999992370605;1,57400000095367;24,1000003814697;225;
25/06/2022 11:27:33;1500;1201;2,96499991416931;2,96000003814697;45,4000015258789;100;39,2999992370605;1,57299995422363;24,6000003814697;257;
25/06/2022 11:27:43;1500;1202;2,95799994468689;2,95900011062622;45;100;39,4000015258789;1,57200002670288;24,3999996185303;259;
25/06/2022 11:27:53;1500;1201;2,95000004768372;2,95499992370605;45;100;39,4000015258789;1,57299995422363;24,5;233;
25/06/2022 11:28:03;1500;1200;2,95199990272522;2,95700001716614;45,2000007629395;100;39,2000007629395;1,57400000095367;24;245;
25/06/2022 11:28:13;1500;1199;2,95199990272522;2,95600008964539;45,4000015258789;100;39,2000007629395;1,57400000095367;24,1000003814697;245;
25/06/2022 11:28:23;1500;1197;2,95700001716614;2,95199990272522;45,5;100;39,2999992370605;1,57500004768372;24;243;
25/06/2022 11:28:33;1500;1201;2,95799994468689;2,95700001716614;45;100;39,4000015258789;1,57400000095367;24;244;
25/06/2022 11:28:43;1500;1197;2,95700001716614;2,94700002670288;45;100;39,2999992370605;1,57400000095367;24,2000007629395;240;
25/06/2022 11:28:53;1501;1202;2,95799994468689;2,96000003814697;45,0999984741211;100;39,4000015258789;1,57299995422363;24,2000007629395;245;
25/06/2022 11:29:03;1500;1198;2,95099997520447;2,95099997520447;45,2000007629395;100;39,2999992370605;1,57400000095367;24;244;
25/06/2022 11:29:13;1500;1197;2,95000004768372;2,94899988174438;45,2000007629395;100;39,4000015258789;1,57400000095367;24;234;
25/06/2022 11:29:23;1500;1199;2,95799994468689;2,95499992370605;45,2999992370605;100;39,2999992370605;1,57400000095367;24;241;
25/06/2022 11:29:33;1500;1200;2,96000003814697;2,95700001716614;45,2999992370605;100;39,2999992370605;1,57400000095367;24;238;
25/06/2022 11:29:43;1499;1199;2,96199989318848;2,95600008964539;45,4000015258789;100;39,2999992370605;1,57299995422363;24,1000003814697;240;
25/06/2022 11:29:54;1499;1198;2,95300006866455;2,9539999961853;45,4000015258789;100;39,2999992370605;1,57299995422363;24,1000003814697;251;
25/06/2022 11:30:03;1499;1198;2,96099996566772;2,95300006866455;45,2999992370605;100;39,4000015258789;1,57200002670288;24,2000007629395;244;
25/06/2022 11:30:13;1499;1201;2,95600008964539;2,95700001716614;44,7999992370605;100;39,5;1,57200002670288;24,2000007629395;250;
25/06/2022 11:30:23;1499;1201;2,94899988174438;2,95099997520447;44,4000015258789;100;39,5;1,57200002670288;24,2999992370605;254;
25/06/2022 11:30:33;1499;1196;2,94400000572205;2,94300007820129;44,7999992370605;100;39,5;1,57299995422363;24;239;
25/06/2022 11:30:43;1499;1202;2,95700001716614;2,96099996566772;45,2000007629395;100;39,2999992370605;1,57299995422363;24,2000007629395;250;
25/06/2022 11:30:53;1499;1201;2,96199989318848;2,96000003814697;45,4000015258789;100;39,2000007629395;1,57299995422363;23,8999996185303;228;
25/06/2022 11:31:03;1499;1202;2,96300005912781;2,96300005912781;45,4000015258789;100;39,2999992370605;1,57200002670288;24,2000007629395;243;
25/06/2022 11:31:13;1499;1203;2,95700001716614;2,95700001716614;44,7999992370605;100;39,2999992370605;1,57299995422363;24,2000007629395;251;
25/06/2022 11:31:23;1500;1201;2,94899988174438;2,95000004768372;44,2999992370605;100;39,5;1,57299995422363;24,3999996185303;238;
25/06/2022 11:31:33;1500;1204;2,9539999961853;2,96300005912781;44,9000015258789;100;39,4000015258789;1,57299995422363;24,5;249;
25/06/2022 11:31:43;1499;1199;2,95700001716614;2,95600008964539;45,4000015258789;100;39,2999992370605;1,57299995422363;23,7000007629395;251;
25/06/2022 11:31:53;1499;1201;2,96000003814697;2,95900011062622;45,5;100;39,4000015258789;1,57400000095367;24,2000007629395;236;
25/06/2022 11:32:03;1499;1199;2,96300005912781;2,95099997520447;44,9000015258789;100;39,4000015258789;1,57400000095367;24;241;
25/06/2022 11:32:13;1499;1202;2,9539999961853;2,95300006866455;44,2999992370605;100;39,2999992370605;1,57299995422363;24,2999992370605;250;
25/06/2022 11:32:23;1499;1202;2,95099997520447;2,96000003814697;44,7999992370605;100;39,5;1,57299995422363;24,1000003814697;250;
25/06/2022 11:32:33;1498;1199;2,95300006866455;2,95600008964539;45,4000015258789;100;39,2000007629395;1,57299995422363;23,7999992370605;229;
25/06/2022 11:32:43;1499;1198;2,95499992370605;2,9539999961853;45,5;100;39,0999984741211;1,57299995422363;24,5;241;
25/06/2022 11:32:54;1499;1199;2,95700001716614;2,95499992370605;45;100;39,4000015258789;1,57299995422363;24;243;
25/06/2022 11:33:03;1500;1200;2,95499992370605;2,95499992370605;45;100;39,4000015258789;1,57299995422363;24;244;
25/06/2022 11:33:13;1500;1197;2,95000004768372;2,94899988174438;45,2000007629395;100;39,0999984741211;1,57299995422363;24;242;
25/06/2022 11:33:23;1499;1198;2,96000003814697;2,9539999961853;45,4000015258789;100;39,2000007629395;1,57299995422363;24,2999992370605;261;
